,אזור המכירה:,בעלות נוכחית,בעלות קודמת,זיהום מירבי,טסט עד,יד,מוכן להחלפה,מותאם לנכים,סוג,סוג מנוע,סמ״ק,צבע,קילומטראז',שנה,תאריך עליה לכביש,תיבת הילוכים,שם הסוכנות:,מחיר
2555,פתח תקווה,פרטית,,1,,1,כן,לא,יגואר I-Pace,חשמלי,,שחור מטאלי,1,2021,04/2021,אוטומט,"חברת המזרח לשיווק מכוניות (1994) בע""מ","489,000 ₪"
2556,בני ברק,פרטית,פרטית,NaN,04/2022,3,לא,לא,שברולט קוואליר,בנזין,2198,כסוף מטאלי,"115,000",2003,,אוטומט,,"8,500 ₪"
2557,קדימה צורן,פרטית,,4,01/2022,1,לא,לא,טויוטה קאמרי,בנזין,2494,לבן,"65,000",2017,01/2017,אוטומט,,"120,000 ₪"
2558,אריאל,פרטית,ליסינג,14,12/2022,2,לא,לא,אופל אסטרה,בנזין,1399,שחור,"98,000",2016,10/2016,אוטומט,,"35,000 ₪"
2559,נהריה,פרטית,פרטית,15,03/2022,3,לא,לא,מאזדה 3,בנזין,1999,אפור מטאלי,"147,000",2006,,אוטומט,,"22,000 ₪"
2560,חדרה,פרטית,פרטית,15,04/2022,2,לא,לא,אאודי A6,בנזין,1984,חום מטאלי,"155,000",2012,04/2012,אוטומט,,"85,000 ₪"
2561,פתח תקווה,פרטית,פרטית,3,,2,לא,לא,לקסוס ES300H,בנזין,2487,לבן מטאלי,"25,000",2020,05/2020,אוטומט,,"279,000 ₪"
2562,אשדוד,פרטית,פרטית,12,02/2022,2,לא,לא,ב.מ.וו סדרה 2,בנזין,1499,לבן,"40,000",2019,01/2019,אוטומט,,"175,000 ₪"
2563,אור יהודה,פרטית,,15,01/2022,1,לא,לא,הונדה אקורד,בנזין,2354,תכלת מטאלי,"208,000",2005,,אוטומט,,"33,000 ₪"
2564,רמלה,פרטית,פרטית,13,09/2022,4,לא,לא,אאודי A3,בנזין,1798,לבן,"130,000",2015,09/2015,אוטומט,,"90,000 ₪"
2565,תל אביב יפו,פרטית,פרטית,13,06/2022,2,לא,לא,פולקסווגן פולו GTI,בנזין,1798,שחור מטאלי,"55,000",2016,05/2016,אוטומט,,"110,000 ₪"
2566,מעלות תרשיחא,מונית,,13,01/2022,1,לא,כן,סיטרואן C5 איירקרוס,דיזל,1499,לבן,"123,000",2020,01/2020,אוטומט,,"89,900 ₪"
2567,אריאל,פרטית,השכרה,15,02/2022,3,לא,לא,קיה קרניבל,בנזין,2656,כחול כהה,"236,000",2008,,אוטומט,,"18,500 ₪"
2568,אשדוד,פרטית,פרטית,NaN,03/2022,4,כן,לא,הונדה סיוויק (עד 2006),בנזין,1590,לבן,"240,000",2000,,אוטומט,,"6,400 ₪"
2569,חדרה,ליסינג,,2,09/2022,1,כן,לא,יונדאי איוניק,בנזין,1580,לבן,"125,000",2018,09/2018,אוטומט,כפיר עסקי רכב,"79,000 ₪"
2570,ירושלים,פרטית,פרטית,15,06/2022,2,לא,לא,שברולט אפלנדר,בנזין,3880,שמפניה,"210,000",2009,06/2009,אוטומט,,"12,000 ₪"
2571,בסמת טבעון,פרטית,פרטית,15,,2,לא,לא,ב.מ.וו סדרה 6,בנזין,4395,לבן שנהב,"95,000",2013,01/2013,אוטומט,,לא צוין מחיר
2572,ירושלים,פרטית,פרטית,13,06/2022,3,לא,לא,פולקסווגן גולף,בנזין,1197,כסוף,"109,000",2014,06/2014,אוטומט,,"44,000 ₪"
2573,שיבולים,פרטית,פרטית,14,05/2022,3,לא,לא,פיג'ו RCZ,בנזין,1598,שחור,"120,000",2013,05/2013,אוטומט,,"65,000 ₪"
2574,אשדוד,פרטית,ליסינג,14,08/2022,3,לא,לא,מיצובישי לנסר הדור החדש,בנזין,1499,אפור עכבר,"182,000",2009,08/2009,אוטומט,,"3,900 ₪"
2575,יהוד מונוסון,פרטית,,14,08/2022,1,כן,לא,סקודה קודיאק,בנזין,1395,אפור מטאלי,"118,000",2017,08/2017,אוטומט,A.D MOTORS,"124,000 ₪"
2576,נתניה,פרטית,,2,11/2022,1,לא,לא,יונדאי איוניק,בנזין,1580,כסוף מטאלי,"68,000",2018,11/2018,אוטומט,.,"91,500 ₪"
2577,כפר סבא,פרטית,השכרה,4,03/2022,2,לא,לא,סוזוקי בלנו,בנזין,1242,לבן פנינה,"132,000",2018,03/2018,אוטומט,גלי ליסינג מכירת רכב,"60,000 ₪"
2578,באר שבע,פרטית,פרטית,15,11/2022,2,כן,לא,שברולט קפטיבה,בנזין,2384,שחור,"180,000",2013,11/2013,אוטומט,רמי קריספין,"33,000 ₪"
2579,תל אביב יפו,פרטית,,15,06/2022,1,כן,לא,שברולט קפטיבה,בנזין,2384,בז',"140,000",2012,06/2012,אוטומט,אוטו חי - יוסי חזן בעמ,"39,500 ₪"
2580,כפר סבא,פרטית,ליסינג,6,12/2021,3,לא,לא,פיג'ו 107,בנזין,998,צהוב,"139,000",2011,12/2011,אוטומט,גלי ליסינג מכירת רכב,"14,000 ₪"
2581,ראשון לציון,פרטית,,2,04/2022,0,כן,לא,טויוטה C-HR,בנזין,1798,כחול כהה מטאלי,,2020,04/2020,אוטומט,גאלופ מוטורס,לא צוין מחיר
2582,כפר סבא,פרטית,ליסינג,12,11/2022,2,לא,לא,דאצ'יה דאסטר,דיזל,1461,אפור מטאלי,"220,000",2017,11/2017,אוטומט,גלי ליסינג מכירת רכב,"60,000 ₪"
2583,מודיעין מכבים רעות,פרטית,פרטית,15,05/2022,6,כן,לא,אאודי Q5,בנזין,1984,אפור,"131,000",2009,05/2009,אוטומט,סולי קאר,"44,800 ₪"
2584,תל אביב יפו,פרטית,חברה,2,06/2022,2,לא,לא,מרצדס E-Class,היברידי חשמל / בנזין,1991,כסוף,"63,000",2019,06/2019,אוטומט,דלק מוטורס בעמ,"299,000 ₪"
2585,פתח תקווה,פרטית,,1,,1,כן,לא,יגואר I-Pace,חשמלי,,שחור מטאלי,1,2021,04/2021,אוטומט,"חברת המזרח לשיווק מכוניות (1994) בע""מ","489,000 ₪"
2586,ראשון לציון,פרטית,פרטית,4,10/2022,2,כן,לא,סיטרואן C1,בנזין,998,לבן,"122,000",2017,10/2017,רובוטית,אדיר סרור,"27,000 ₪"
2587,אשדוד,פרטית,,2,,0,כן,לא,מרצדס GLE קופה,היברידי חשמל / בנזין,1991,שחור מטאלי,,2021,12/2021,אוטומט,Avishay.lagziel- auto mobil,לא צוין מחיר
2588,כפר סבא,פרטית,פרטית,15,05/2022,2,לא,לא,שברולט טראקס,בנזין,1364,כסוף מטאלי,"133,000",2014,05/2014,אוטומט,גלי ליסינג מכירת רכב,"45,000 ₪"
2589,תל אביב יפו,חברה,,1,09/2022,1,לא,לא,ב.מ.וו סדרה 5,היברידי חשמל / בנזין,1998,לבן,15,2021,09/2021,אוטומט,דלק מוטורס בעמ,"469,000 ₪"
2590,פתח תקווה,פרטית,פרטית,4,04/2022,3,לא,לא,יונדאי i10,בנזין,998,שחור,"158,000",2014,04/2014,אוטומט,עמית תבור,"28,000 ₪"
2591,תל אביב יפו,פרטית,,3,01/2022,1,כן,לא,ב.מ.וו X5,היברידי חשמל / בנזין,1997,בז' מטאלי,"109,000",2017,01/2017,אוטומט,אוטו חי - יוסי חזן בעמ,"259,000 ₪"
2592,ראשון לציון,פרטית,ליסינג,14,07/2022,2,כן,לא,יונדאי i35,בנזין,1591,שחור מטאלי,"119,000",2015,07/2015,אוטומט,car4life,"55,900 ₪"
2593,נהריה,פרטית,פרטית,15,03/2022,3,לא,לא,מאזדה 3,בנזין,1999,אפור מטאלי,"147,000",2006,,אוטומט,,"22,000 ₪"
2594,חדרה,פרטית,פרטית,15,04/2022,2,לא,לא,אאודי A6,בנזין,1984,חום מטאלי,"155,000",2012,04/2012,אוטומט,,"85,000 ₪"
2595,פתח תקווה,פרטית,פרטית,3,,2,לא,לא,לקסוס ES300H,בנזין,2487,לבן מטאלי,"25,000",2020,05/2020,אוטומט,,"279,000 ₪"
2596,אשדוד,פרטית,פרטית,12,02/2022,2,לא,לא,ב.מ.וו סדרה 2,בנזין,1499,לבן,"40,000",2019,01/2019,אוטומט,,"175,000 ₪"
2597,אור יהודה,פרטית,,15,01/2022,1,לא,לא,הונדה אקורד,בנזין,2354,תכלת מטאלי,"208,000",2005,,אוטומט,,"33,000 ₪"
2598,רמלה,פרטית,פרטית,13,09/2022,4,לא,לא,אאודי A3,בנזין,1798,לבן,"130,000",2015,09/2015,אוטומט,,"90,000 ₪"
2599,תל אביב יפו,פרטית,פרטית,13,06/2022,2,לא,לא,פולקסווגן פולו GTI,בנזין,1798,שחור מטאלי,"55,000",2016,05/2016,אוטומט,,"110,000 ₪"
2600,מעלות תרשיחא,מונית,,13,01/2022,1,לא,כן,סיטרואן C5 איירקרוס,דיזל,1499,לבן,"123,000",2020,01/2020,אוטומט,,"89,900 ₪"
2601,אריאל,פרטית,השכרה,15,02/2022,3,לא,לא,קיה קרניבל,בנזין,2656,כחול כהה,"236,000",2008,,אוטומט,,"18,500 ₪"
2602,אשדוד,פרטית,פרטית,NaN,03/2022,4,כן,לא,הונדה סיוויק (עד 2006),בנזין,1590,לבן,"240,000",2000,,אוטומט,,"6,400 ₪"
2603,ירושלים,פרטית,פרטית,15,06/2022,2,לא,לא,שברולט אפלנדר,בנזין,3880,שמפניה,"210,000",2009,06/2009,אוטומט,,"12,000 ₪"
2604,בסמת טבעון,פרטית,פרטית,15,,2,לא,לא,ב.מ.וו סדרה 6,בנזין,4395,לבן שנהב,"95,000",2013,01/2013,אוטומט,,לא צוין מחיר
2605,ירושלים,פרטית,פרטית,13,06/2022,3,לא,לא,פולקסווגן גולף,בנזין,1197,כסוף,"109,000",2014,06/2014,אוטומט,,"44,000 ₪"
2606,משמר השרון,פרטית,,1,,0,כן,לא,פולקסווגן ארטאון,דיזל,1968,,,2021,,אוטומט,גזפרו בעמ,2499 ₪ לחודש
2607,שיבולים,פרטית,פרטית,14,05/2022,3,לא,לא,פיג'ו RCZ,בנזין,1598,שחור,"120,000",2013,05/2013,אוטומט,,"65,000 ₪"
2608,אשדוד,פרטית,ליסינג,14,08/2022,3,לא,לא,מיצובישי לנסר הדור החדש,בנזין,1499,אפור עכבר,"182,000",2009,08/2009,אוטומט,,"3,900 ₪"
2609,בת ים,פרטית,פרטית,15,,2,לא,לא,אינפיניטי Q30,בנזין,1991,שחור מטאלי,"56,000",2017,06/2017,אוטומט,,"112,000 ₪"
2610,תל אביב יפו,פרטית,פרטית,NaN,02/2022,4,לא,לא,קרייזלר וויאג'ר,בנזין,3301,כסוף מטאלי,"194,000",2001,,אוטומט,,"10,000 ₪"
2611,אשקלון,פרטית,פרטית,15,,3,לא,לא,מרצדס S-Class,בנזין,5462,שחור מטאלי,"129,000",2007,,אוטומט,,"180,000 ₪"
2612,מודיעין מכבים רעות,פרטית,פרטית,15,05/2022,6,כן,לא,אאודי Q5,בנזין,1984,אפור,"131,000",2009,05/2009,אוטומט,סולי קאר,"44,800 ₪"
2613,תל אביב יפו,פרטית,חברה,2,06/2022,2,לא,לא,מרצדס E-Class,היברידי חשמל / בנזין,1991,כסוף,"63,000",2019,06/2019,אוטומט,דלק מוטורס בעמ,"299,000 ₪"
2614,פתח תקווה,פרטית,,1,,1,כן,לא,יגואר I-Pace,חשמלי,,שחור מטאלי,1,2021,04/2021,אוטומט,"חברת המזרח לשיווק מכוניות (1994) בע""מ","489,000 ₪"
2615,ראשון לציון,פרטית,פרטית,4,10/2022,2,כן,לא,סיטרואן C1,בנזין,998,לבן,"122,000",2017,10/2017,רובוטית,אדיר סרור,"27,000 ₪"
2616,אשדוד,פרטית,,2,,0,כן,לא,מרצדס GLE קופה,היברידי חשמל / בנזין,1991,שחור מטאלי,,2021,12/2021,אוטומט,Avishay.lagziel- auto mobil,לא צוין מחיר
2617,כפר סבא,פרטית,פרטית,15,05/2022,2,לא,לא,שברולט טראקס,בנזין,1364,כסוף מטאלי,"133,000",2014,05/2014,אוטומט,גלי ליסינג מכירת רכב,"45,000 ₪"
2618,תל אביב יפו,חברה,,1,09/2022,1,לא,לא,ב.מ.וו סדרה 5,היברידי חשמל / בנזין,1998,לבן,15,2021,09/2021,אוטומט,דלק מוטורס בעמ,"469,000 ₪"
2619,פתח תקווה,פרטית,פרטית,4,04/2022,3,לא,לא,יונדאי i10,בנזין,998,שחור,"158,000",2014,04/2014,אוטומט,עמית תבור,"28,000 ₪"
2620,תל אביב יפו,פרטית,,3,01/2022,1,כן,לא,ב.מ.וו X5,היברידי חשמל / בנזין,1997,בז' מטאלי,"109,000",2017,01/2017,אוטומט,אוטו חי - יוסי חזן בעמ,"259,000 ₪"
2621,ראשון לציון,פרטית,ליסינג,14,07/2022,2,כן,לא,יונדאי i35,בנזין,1591,שחור מטאלי,"119,000",2015,07/2015,אוטומט,car4life,"55,900 ₪"
2622,אשדוד,ייבוא מקביל,,2,01/2023,1,כן,לא,מרצדס E-Class,היברידי חשמל / בנזין,1991,לבן,,2022,,אוטומט,טל מרצי רכבי יוקרה,לא צוין מחיר
2623,טמרה,פרטית,פרטית,15,03/2022,2,כן,לא,שברולט קאמארו,בנזין,3649,סגול,"90,000",2017,03/2017,אוטומט,רכב מהדי,לא צוין מחיר
2624,אשדוד,ייבוא מקביל,,1,11/2022,0,כן,לא,סיאט לאון,היברידי חשמל / בנזין,1395,לבן מטאלי,,2021,11/2021,אוטומט,ביי קאר BUY CAR,1989 ₪ לחודש
2625,תל אביב יפו,פרטית,,1,12/2022,0,לא,לא,ב.מ.וו סדרה 3,היברידי חשמל / בנזין,1998,לבן מטאלי,,2021,12/2021,אוטומט,יורו קאר,"375,000 ₪"
2626,תל אביב יפו,פרטית,פרטית,2,10/2022,2,כן,לא,אאודי A3,היברידי חשמל / בנזין,1395,שחור מטאלי,"61,000",2018,10/2018,אוטומט,TLV MOTORS,"151,900 ₪"
2627,תל אביב יפו,פרטית,,15,,1,כן,לא,קיה ספורטז',בנזין,1998,שחור,"108,000",2011,03/2011,אוטומט,אוטו חי - יוסי חזן בעמ,"58,500 ₪"
2628,כפר סבא,ליסינג,,12,03/2022,1,כן,לא,רנו קדגא'ר,דיזל,1461,אפור מטאלי,"180,000",2018,03/2018,אוטומט,גלי ליסינג מכירת רכב,"81,000 ₪"
2629,נתניה,פרטית,פרטית,11,11/2022,2,לא,לא,סיאט איביזה,בנזין,1197,לבן מטאלי,"129,000",2015,11/2015,אוטומט,.,"33,000 ₪"
2630,קדימה צורן,פרטית,,4,01/2022,1,לא,לא,טויוטה קאמרי,בנזין,2494,לבן,"65,000",2017,01/2017,אוטומט,,"120,000 ₪"
2631,אריאל,פרטית,ליסינג,14,12/2022,2,לא,לא,אופל אסטרה,בנזין,1399,שחור,"98,000",2016,10/2016,אוטומט,,"35,000 ₪"
2632,נהריה,פרטית,פרטית,15,03/2022,3,לא,לא,מאזדה 3,בנזין,1999,אפור מטאלי,"147,000",2006,,אוטומט,,"22,000 ₪"
2633,חדרה,פרטית,פרטית,15,04/2022,2,לא,לא,אאודי A6,בנזין,1984,חום מטאלי,"155,000",2012,04/2012,אוטומט,,"85,000 ₪"
2634,פתח תקווה,פרטית,פרטית,3,,2,לא,לא,לקסוס ES300H,בנזין,2487,לבן מטאלי,"25,000",2020,05/2020,אוטומט,,"279,000 ₪"
2635,אשדוד,פרטית,פרטית,12,02/2022,2,לא,לא,ב.מ.וו סדרה 2,בנזין,1499,לבן,"40,000",2019,01/2019,אוטומט,,"175,000 ₪"
2636,אור יהודה,פרטית,,15,01/2022,1,לא,לא,הונדה אקורד,בנזין,2354,תכלת מטאלי,"208,000",2005,,אוטומט,,"33,000 ₪"
2637,רמלה,פרטית,פרטית,13,09/2022,4,לא,לא,אאודי A3,בנזין,1798,לבן,"130,000",2015,09/2015,אוטומט,,"90,000 ₪"
2638,תל אביב יפו,פרטית,פרטית,13,06/2022,2,לא,לא,פולקסווגן פולו GTI,בנזין,1798,שחור מטאלי,"55,000",2016,05/2016,אוטומט,,"110,000 ₪"
2639,מעלות תרשיחא,מונית,,13,01/2022,1,לא,כן,סיטרואן C5 איירקרוס,דיזל,1499,לבן,"123,000",2020,01/2020,אוטומט,,"89,900 ₪"
2640,אריאל,פרטית,השכרה,15,02/2022,3,לא,לא,קיה קרניבל,בנזין,2656,כחול כהה,"236,000",2008,,אוטומט,,"18,500 ₪"
2641,אשדוד,פרטית,פרטית,NaN,03/2022,4,כן,לא,הונדה סיוויק (עד 2006),בנזין,1590,לבן,"240,000",2000,,אוטומט,,"6,400 ₪"
2642,ירושלים,פרטית,פרטית,15,06/2022,2,לא,לא,שברולט אפלנדר,בנזין,3880,שמפניה,"210,000",2009,06/2009,אוטומט,,"12,000 ₪"
2643,חדרה,ליסינג,,2,09/2022,1,כן,לא,יונדאי איוניק,בנזין,1580,לבן,"125,000",2018,09/2018,אוטומט,כפיר עסקי רכב,"79,000 ₪"
2644,בסמת טבעון,פרטית,פרטית,15,,2,לא,לא,ב.מ.וו סדרה 6,בנזין,4395,לבן שנהב,"95,000",2013,01/2013,אוטומט,,לא צוין מחיר
2645,ירושלים,פרטית,פרטית,13,06/2022,3,לא,לא,פולקסווגן גולף,בנזין,1197,כסוף,"109,000",2014,06/2014,אוטומט,,"44,000 ₪"
2646,שיבולים,פרטית,פרטית,14,05/2022,3,לא,לא,פיג'ו RCZ,בנזין,1598,שחור,"120,000",2013,05/2013,אוטומט,,"65,000 ₪"
2647,אשדוד,פרטית,ליסינג,14,08/2022,3,לא,לא,מיצובישי לנסר הדור החדש,בנזין,1499,אפור עכבר,"182,000",2009,08/2009,אוטומט,,"3,900 ₪"
2648,בת ים,פרטית,פרטית,15,,2,לא,לא,אינפיניטי Q30,בנזין,1991,שחור מטאלי,"56,000",2017,06/2017,אוטומט,,"112,000 ₪"
2649,ראשון לציון,פרטית,פרטית,4,10/2022,2,כן,לא,סיטרואן C1,בנזין,998,לבן,"122,000",2017,10/2017,רובוטית,אדיר סרור,"27,000 ₪"
2650,אשדוד,פרטית,,2,,0,כן,לא,מרצדס GLE קופה,היברידי חשמל / בנזין,1991,שחור מטאלי,,2021,12/2021,אוטומט,Avishay.lagziel- auto mobil,לא צוין מחיר
2651,כפר סבא,פרטית,פרטית,15,05/2022,2,לא,לא,שברולט טראקס,בנזין,1364,כסוף מטאלי,"133,000",2014,05/2014,אוטומט,גלי ליסינג מכירת רכב,"45,000 ₪"
2652,תל אביב יפו,חברה,,1,09/2022,1,לא,לא,ב.מ.וו סדרה 5,היברידי חשמל / בנזין,1998,לבן,15,2021,09/2021,אוטומט,דלק מוטורס בעמ,"469,000 ₪"
2653,פתח תקווה,פרטית,פרטית,4,04/2022,3,לא,לא,יונדאי i10,בנזין,998,שחור,"158,000",2014,04/2014,אוטומט,עמית תבור,"28,000 ₪"
2654,תל אביב יפו,פרטית,,3,01/2022,1,כן,לא,ב.מ.וו X5,היברידי חשמל / בנזין,1997,בז' מטאלי,"109,000",2017,01/2017,אוטומט,אוטו חי - יוסי חזן בעמ,"259,000 ₪"
2655,אשדוד,ייבוא מקביל,,2,01/2023,1,כן,לא,מרצדס E-Class,היברידי חשמל / בנזין,1991,לבן,,2022,,אוטומט,טל מרצי רכבי יוקרה,לא צוין מחיר
2656,טמרה,פרטית,פרטית,15,03/2022,2,כן,לא,שברולט קאמארו,בנזין,3649,סגול,"90,000",2017,03/2017,אוטומט,רכב מהדי,לא צוין מחיר
2657,אשדוד,ייבוא מקביל,,1,11/2022,0,כן,לא,סיאט לאון,היברידי חשמל / בנזין,1395,לבן מטאלי,,2021,11/2021,אוטומט,ביי קאר BUY CAR,1989 ₪ לחודש
2658,תל אביב יפו,פרטית,,1,12/2022,0,לא,לא,ב.מ.וו סדרה 3,היברידי חשמל / בנזין,1998,לבן מטאלי,,2021,12/2021,אוטומט,יורו קאר,"375,000 ₪"
2659,תל אביב יפו,פרטית,פרטית,2,10/2022,2,כן,לא,אאודי A3,היברידי חשמל / בנזין,1395,שחור מטאלי,"61,000",2018,10/2018,אוטומט,TLV MOTORS,"151,900 ₪"
